주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자,제공기관코드,제공기관명
356-2-000057,상망동 영남동산아파트 인근 공영주차장,공영,노외,,경상북도 영주시 가흥동 1622-1,43,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.815639618,128.6035609215,Y,2025-07-31,5090000,경상북도 영주시
356-2-000056,대일요리학원 인근 공영주차장,공영,노외,,경상북도 영주시 가흥동 1622-1,55,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.815639618,128.6035609215,Y,2025-07-31,5090000,경상북도 영주시
302-3-000089,성정1동공영주차장,공영,부설,충청남도 천안시 서북구 선영7길 18-6,충청남도 천안시 서북구 성정동 131-14,52,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,충청남도 천안시청,041-521-6864,36.81569429,127.1444851,,2025-11-28,4490000,충청남도 천안시
371-2-000045,재산면사무소 주변,공영,노외,경상북도 봉화군 재산면 재산로 499,경상북도 봉화군 재산면 현동리 753-5,17,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,경상북도 봉화군청,054-679-6293,36.815752,128.962155,,2025-09-15,5240000,경상북도 봉화군
371-1-000013,재산면사무소 주변,공영,노상,경상북도 봉화군 재산면 대내골길 4,경상북도 봉화군 재산면 현동리 763,24,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,경상북도 봉화군청,054-679-6293,36.816084,128.962084,,2025-09-15,5240000,경상북도 봉화군
302-3-000075,천안시청주차장,공영,부설,충청남도 천안시 서북구 번영로 156,충청남도 천안시 서북구 불당동 234-1,348,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,충청남도 천안시청,041-521-5305,36.81612841,127.1130483,,2025-11-28,4490000,충청남도 천안시
356-2-000033,충혼탑 주차장,공영,노외,,경상북도 영주시 휴천동 1111,56,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8171595855,128.6471916998,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,구성로 노상주차장(구 휴천3동사무소↔KT영주지사),공영,노상,,경상북도 영주시 휴천동 677,50,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.81741202,128.6273375,Y,2025-07-31,5090000,경상북도 영주시
301-2-000074,신부 제4공영주차장,공영,노외,충청남도 천안시 동남구 먹거리 9길 16,충청남도 천안시 동남구 신부동 458-14,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,0,10,100,,10000,,카드+가상계좌입금,유료 운영시간: 09:00 ~ 21:00 / 최초30분 무료 / 30분초과 시 10분마다 200원(2시간 이내)+2시간 초과 시 10분마다300원 / 경차 및 장애인 50 할인,천안도시공사,041-529-5120,36.81752115,127.1556505,Y,2025-11-28,4490000,충청남도 천안시
302-3-000088,성정1동주민자치센터주차장,공영,부설,충청남도 천안시 서북구 성정7길 34,충청남도 천안시 서북구 성정동 696-7,10,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,,,,,,,,,충청남도 천안시청,041-521-6864,36.8175221,127.1403271,,2025-11-28,4490000,충청남도 천안시
371-2-000044,재산우체국 앞 공영주차장,공영,노외,경상북도 봉화군 재산면 재산로 521,경상북도 봉화군 재산면 현동리 660-34,22,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,경상북도 봉화군청,054-679-6293,36.817525,128.962822,,2025-09-15,5240000,경상북도 봉화군
356-2-000014,휴천3동 공영주차장,공영,노외,,경상북도 영주시 휴천동 666-21(휴천3동주민센터 인근),12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8175554098,128.6256733183,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,노상제10구간,공영,노상,,경상북도 영주시 휴천동 642-295,37,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.81759123,128.6210791,Y,2025-07-31,5090000,경상북도 영주시
302-3-000094,신부문화회관주차장,공영,부설,충청남도 천안시 서북구 신부2길 12,충청남도 천안시 서북구 신부동 471-1,20,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,충청남도 천안시청,041-521-3743,36.8176597,127.1594536,,2025-11-28,4490000,충청남도 천안시
356-2-000053,가흥신도시 주차타워,공영,노외,,경상북도 영주시 가흥동 1654,191,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8177647602,128.6054287165,Y,2025-07-31,5090000,경상북도 영주시
301-2-000102,신부제5공영주차장,공영,노외,충청남도 천안시 동남구 먹거리1길 10,충청남도 천안시 동남구 신부동 453-1,232,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,0,10,200,,10000,80000,카드+가상계좌입금,유료 운영시간: 09:00 ~ 21:00 / 최초30분 무료 / 30분초과 시 10분마다 200원(2시간 이내)+2시간 초과 시 10분마다300원 / 경차 및 장애인 50 할인,천안도시공사,041-529-5120,36.8178099825,127.1535096,Y,2025-11-28,4490000,충청남도 천안시
356-2-000008,휴천1동 공영주차장,공영,노외,,경상북도 영주시 휴천동 122-5(세림빌라 인근),8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8178153584,128.6306803017,N,2025-07-31,5090000,경상북도 영주시
302-1-000056,쌍용대로 제1노상주차장,공영,노상,,충청남도 천안시 서북구 성정동 748,43,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.81787109,127.1356868,Y,2025-11-28,4490000,충청남도 천안시
302-3-000087,성정1동주민센터주차장,공영,부설,충청남도 천안시 서북구 성정8길 5,충청남도 천안시 서북구 성정동 694-9,56,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,충청남도 천안시청,041-521-6864,36.8179437,127.141326,,2025-11-28,4490000,충청남도 천안시
301-3-000036,신안동주민센터주차장,공영,부설,충청남도 천안시 동남구 먹거리11길 45,충청남도 천안시 동남구 신부동 462-15,11,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,충청남도 천안시청,041-521-4981,36.81840257,127.1576052,,2025-11-28,4490000,충청남도 천안시
356-2-000013,휴천3동 공영주차장,공영,노외,,경상북도 영주시 휴천동 642-1081(세무서사거리 및),20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8194354664,128.6215251472,N,2025-07-31,5090000,경상북도 영주시
356-1-000001,원당로 노상주차장(봉화삼거리↔광시당사거리↔그랜드컨벤션웨딩↔영주시탁구장),공영,노상,,경상북도 영주시 휴천동 40-2,260,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.81981008,128.6235465,Y,2025-07-31,5090000,경상북도 영주시
356-2-000051,구도립도서관 인근 공영주차장,공영,노외,,경상북도 영주시 가흥동 26-9,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8198254243,128.6169797822,N,2025-07-31,5090000,경상북도 영주시
289-2-000193,팔봉면 양길리 897 공영주차장,공영,노외,,충청남도 서산시 팔봉면 양길리 897,43,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.8201574683,126.3659445533,N,2025-04-23,4530000,충청남도 서산시
301-2-000024,신부 제3공영주차장,공영,노외,,충청남도 천안시 동남구 신부동 331-43,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.820381,127.153829,,2025-11-28,4490000,충청남도 천안시
356-2-000007,휴천1동 공영주차장,공영,노외,,경상북도 영주시 휴천동 709-9(현대골든빌라 옆),31,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8205215296,128.6279990518,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,노상제5구간,공영,노상,,경상북도 영주시 영주동 424-9,36,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,30,500,30,500,0,0,70000,현금,,경상북도 영주시청,054-639-6843,36.820604,128.6216223,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,임시 노상주차장(세무서사거리 ↔ 영일건널목),공영,노상,,경상북도 영주시 영주동 570,75,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8212470385,128.6192764311,Y,2025-07-31,5090000,경상북도 영주시
356-2-000019,서천둔치 주차장,공영,노외,,경상북도 영주시 가흥동 1382(문화예술회관 앞),174,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8213302424,128.6140761475,Y,2025-07-31,5090000,경상북도 영주시
356-2-000045,이산면사무소 인근 공영주차장,공영,노외,,경상북도 영주시 이산면 원리 446-1,30,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8216118715,128.6559875475,Y,2025-07-31,5090000,경상북도 영주시
301-2-000012,신부 제1공영주차장,공영,노외,충청남도 천안시 동남구 터미널8길 7,충청남도 천안시 동남구 신부동 628,38,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,0,10,100,24,5000,40000,카드+가상계좌입금,환승주차장 / 최초30분 무료 / 30분초과 시 10분마다 100원(2시간 이내)+2시간 초과 시 10분마다 200원 / 경차 및 장애인 50 할인,천안도시공사,041-529-5120,36.8222344,127.1579813,Y,2025-11-28,4490000,충청남도 천안시
356-2-000049,하망동 공설시장 주차타워,공영,노외,,경상북도 영주시 하망동 548-13,180,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,1440,0,,,,,,현금+신용카드,,경상북도 영주시청,054-639-6152,36.8222957,128.6254774,Y,2025-07-31,5090000,경상북도 영주시
356-2-000006,영주2동 공영주차장,공영,노외,,경상북도 영주시 영주동 470-235(서부파출소),4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.82285324,128.6178951,N,2025-07-31,5090000,경상북도 영주시
289-2-000183,성연면 일람리 1103 임시공영주차장,공영,노외,,충청남도 서산시 성연면 일람리 1103,49,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.8228903362,126.4504789044,N,2025-04-23,4530000,충청남도 서산시
356-2-000036,영주동거점주차장,공영,노외,,경상북도 영주시 영주동 412-1,157,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8229320441,128.6215743533,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,하망동 공영주차장(하망동주민센터앞철로변),공영,노상,,경상북도 영주시 하망동 554,52,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.82352404,128.6289463,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,중앙로 노상주차장(영주동298-22앞-흥법사포교당뒤편),공영,노상,,경상북도 영주시 영주동298-22,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8238262111,128.6210285759,Y,2025-07-31,5090000,경상북도 영주시
302-3-000080,성정2동주민센터주차장,공영,부설,충청남도 천안시 서북구 서부1길 57,충청남도 천안시 서북구 성정동 647-3,16,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,충청남도 천안시청,041-521-6884,36.82385581,127.1374898,,2025-11-28,4490000,충청남도 천안시
356-1-000001,노상제3구간,공영,노상,,경상북도 영주시 하망동 343-12,12,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,30,500,30,500,0,0,70000,현금,,경상북도 영주시청,054-639-6843,36.82396204,128.6256471,Y,2025-07-31,5090000,경상북도 영주시
356-2-000003,하망동 공영주차장,공영,노외,,경상북도 영주시 하망동 335-6(YMCA앞),26,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8242618597,128.6280444734,Y,2025-07-31,5090000,경상북도 영주시
302-2-000062,성정 제2공영주차장,공영,노외,충청남도 천안시 서북구 서부대로 648-23,충청남도 천안시 서북구 성정동 436-10,69,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.82466276,127.1352845,Y,2025-11-28,4490000,충청남도 천안시
356-2-000037,하망동 제5공영 주차장,공영,노외,,경상북도 영주시 하망동 328-11(팡팡가요주점 뒤편),16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8247898913,128.6267689882,Y,2025-07-31,5090000,경상북도 영주시
356-2-000004,하망동 3공영 주차장,공영,노외,,경상북도 영주시 하망동 326-10(서울산부인과 건너),37,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,30,500,30,500,13,10000,70000,현금+신용카드,공휴일+야간무료동·하절기 이용가능시간상이함,경상북도 영주시청,054-639-6843,36.8251907136,128.626362444,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,노상제4구간,공영,노상,,경상북도 영주시 영주동 547-2,76,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,30,500,30,500,0,0,70000,현금,,경상북도 영주시청,054-639-6843,36.8253056806,128.6209383209,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,영주동 공영주차장(동궁주택↔반구정입구),공영,노상,,경상북도 영주시 영주동 508-1,95,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8254022,128.6178278,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,영주동 공영주차장(세운빌라↔상공회의소),공영,노상,,경상북도 영주시 영주동 489-4,177,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.82542759,128.6170214,Y,2025-07-31,5090000,경상북도 영주시
356-2-000050,영주동 골목시장 주차장,공영,노외,,경상북도 영주시 영주동 321-10,70,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,1440,0,,,,,,현금+신용카드,,경상북도 영주시청,054-639-6152,36.8255424268,128.6230765771,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,영주로 노상주차장 (하망동 성당 뒤편),공영,노상,,경상북도 영주시 하망동 450-23,28,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8259873906,128.6294899352,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,목민로 노상주차장(시청↔남부육거리↔캐논대리점↔영주문화회관),공영,노상,,경상북도 영주시 영주동 339-10,50,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8261978,128.6213324,Y,2025-07-31,5090000,경상북도 영주시
289-2-000149,성연면 오사리 1723 임시공영주차장,공영,노외,,충청남도 서산시 성연면 오사리 1723,6,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.8264697159,126.4450041848,N,2025-04-23,4530000,충청남도 서산시
289-2-000150,성연면 오사리 1724 임시공영주차장,공영,노외,,충청남도 서산시 성연면 오사리 1724,5,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.8264782205,126.4451591455,N,2025-04-23,4530000,충청남도 서산시
289-2-000151,성연면 오사리 1768 임시공영주차장,공영,노외,,충청남도 서산시 성연면 오사리 1768,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.8266029504,126.4459223852,N,2025-04-23,4530000,충청남도 서산시
289-2-000108,오사리임시공영1주차장,공영,노외,충청남도 서산시 성연면 성연2로 25-6,충청남도 서산시 성연면 오사리 1696,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.82687221,126.4445473,N,2025-04-23,4530000,충청남도 서산시
289-2-000163,성연면 오사리 1702 임시공영주차장,공영,노외,,충청남도 서산시 성연면 오사리 1702,10,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.8268737357,126.4447205817,N,2025-04-23,4530000,충청남도 서산시
289-2-000162,성연면 오사리 1773 임시공영주차장,공영,노외,,충청남도 서산시 성연면 오사리 1773,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.8269588958,126.4464567787,N,2025-04-23,4530000,충청남도 서산시
356-1-000001,노상제2구간,공영,노상,,경상북도 영주시 하망동 321-9,43,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,30,500,30,500,0,0,70000,현금,,경상북도 영주시청,054-639-6843,36.82697642,128.6263341,Y,2025-07-31,5090000,경상북도 영주시
289-2-000109,오사리임시공영2주차장,공영,노외,,충청남도 서산시 성연면 오사리 1699,7,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.82698797,126.4450618,N,2025-04-23,4530000,충청남도 서산시
356-1-000001,영주동 공영주차장(평생학습센터↔소산쌈밥),공영,노상,,경상북도 영주시 영주동 539,139,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8270777627,128.6165056451,Y,2025-07-31,5090000,경상북도 영주시
289-2-000111,오사리임시공영4주차장,공영,노외,충청남도 서산시 성연면 성연2로 10-4,충청남도 서산시 성연면 오사리 1775,14,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.82708271,126.4464422,N,2025-04-23,4530000,충청남도 서산시
356-2-000035,영주종합터미널공영주차장,공영,노외,,경상북도 영주시 가흥동 671-2,128,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,500,30,500,17,8000,80000,현금+신용카드,연중무휴,경상북도 영주시청,054-639-6843,36.8271701604,128.6052794514,Y,2025-07-31,5090000,경상북도 영주시
289-2-000161,성연면 오사리 1680 임시공영주차장,공영,노외,,충청남도 서산시 성연면 오사리 1680,6,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.8272897933,126.4441116773,N,2025-04-23,4530000,충청남도 서산시
302-3-000092,시민문화여성회관주차장,공영,부설,충청남도 천안시 서북구 성정중4길 29,충청남도 천안시 서북구 성정동 1179,44,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,충청남도 천안시청,041-521-3741,36.8273354,127.1362858,,2025-11-28,4490000,충청남도 천안시
301-3-000033,북면사무소주차장,공영,부설,충청남도 천안시 동남구 북면 위례성로 724,충청남도 천안시 동남구 북면 오곡리 399-1,15,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,,,,,,,,,충청남도 천안시청,041-521-4724,36.82747276,127.2732435,,2025-11-28,4490000,충청남도 천안시
289-2-000110,오사리임시공영3주차장,공영,노외,충청남도 서산시 성연면 성연2로 6-9,충청남도 서산시 성연면 오사리 1777,19,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.82757972,126.4466476,N,2025-04-23,4530000,충청남도 서산시
289-2-000142,성연면 오사리 1730 임시공영주차장,공영,노외,,충청남도 서산시 성연면 오사리 1730,18,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.8278570538,126.4463211591,N,2025-04-23,4530000,충청남도 서산시
289-2-000114,성연이안큐브앞임시공영주차장,공영,노외,충청남도 서산시 성연면 성연1로 16,충청남도 서산시 성연면 오사리 1728,18,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.82793518,126.445482,N,2025-04-23,4530000,충청남도 서산시
356-2-000005,영주1동 공영주차장,공영,노외,,경상북도 영주시 영주동 19-2(시의회앞),52,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6516,36.8279502326,128.6259494329,Y,2025-07-31,5090000,경상북도 영주시
289-2-000094,성연면오사삼거리임시공영주차장,공영,노외,충청남도 서산시 성연면 성연1로 10,충청남도 서산시 성연면 오사리 1673,22,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.82795649,126.444681,N,2025-04-23,4530000,충청남도 서산시
356-1-000001,광복로 노상주차장(봉화삼거리↔상망동주민센터),공영,노상,,경상북도 영주시 하망동 154-3,32,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.82810598,128.6283306,Y,2025-07-31,5090000,경상북도 영주시
289-2-000120,성연교촌치킨옆임시공영주차장,공영,노외,충청남도 서산시 성연면 성연3로 111,충청남도 서산시 성연면 오사리 1667,37,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.82835373,126.4471452,N,2025-04-23,4530000,충청남도 서산시
356-1-000001,노상제1구간,공영,노상,,경상북도 영주시 영주동 26,15,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,30,500,30,500,0,0,70000,현금,,경상북도 영주시청,054-639-6843,36.82877622,128.6253863,Y,2025-07-31,5090000,경상북도 영주시
356-2-000026,하망동 봉화삼거리 공영주차장,공영,노외,,경상북도 영주시 하망동 246-14,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8289625394,128.6334154954,Y,2025-07-31,5090000,경상북도 영주시
356-2-000002,상망동 공영주차장,공영,노외,,경상북도 영주시 하망동 223-15,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8289679894,128.6313050017,N,2025-07-31,5090000,경상북도 영주시
356-2-000016,가흥2동 공영주차장,공영,노외,,경상북도 영주시 가흥동 465-3(가흥2동 주민센터 앞),16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8290709992,128.6115992426,N,2025-07-31,5090000,경상북도 영주시
356-2-000022,관사골 지구,공영,노외,,경상북도 영주시 영주동 158-1,26,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.829162712,128.6193020962,N,2025-07-31,5090000,경상북도 영주시
356-1-000001,영주동 공영주차장(영주동 543-6↔서울우유대리점↔KT&G 영주지점),공영,노상,,경상북도 영주시 영주동 543-6,148,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.82935144,128.6167023,Y,2025-07-31,5090000,경상북도 영주시
356-2-000024,향교골 지구,공영,노외,,경상북도 영주시 하망동 157-4,30,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8293859388,128.6284693548,N,2025-07-31,5090000,경상북도 영주시
356-1-000001,원당로 노상주차장(봉화삼거리↔동부파출소),공영,노상,,경상북도 영주시 상망동 861-13,22,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.82941657,128.6352492,Y,2025-07-31,5090000,경상북도 영주시
356-1-000001,명륜길 노상주차장(하망동137-12-상망동안양원),공영,노상,,경상북도 영주시 하망동137-12,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8298233976,128.6278650896,Y,2025-07-31,5090000,경상북도 영주시
356-2-000020,서천둔치 주차장,공영,노외,,경상북도 영주시 가흥동 1381-1(가흥동 시영아파트 앞),52,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상북도 영주시청,054-639-6843,36.8298804018,128.6131391684,Y,2025-07-31,5090000,경상북도 영주시
289-2-000170,성연면 오사리 1637 임시공영주차장,공영,노외,,충청남도 서산시 성연면 오사리 1637,40,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 서산시청,,36.8302910939,126.4485815853,N,2025-04-23,4530000,충청남도 서산시
